id,sender,subject,content,category,is_relevant,timestamp
235,promocoes@loja.com,50% OFF em todos os produtos!,"Olá!

50% OFF em todos os produtos!

Válido até 2025-08-05.

Compre agora!",promocional,0,2025-06-16T15:58:39.954006
236,promocoes@loja.com,Cashback de 20% em compras,"🎉 Cashback de 20% em compras 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-03T09:53:25.441281
237,maria@gmail.com,Que tal um almoço amanhã?,"Olá querido(a),

Lembrete: que tal um almoço amanhã?

Nos vemos em breve!

Com carinho,
Lunna",pessoal,1,2025-07-07T05:00:44.198677
238,cliente@cliente.com,Reunião de projeto amanhã às 14h,"Bom dia,

Precisamos alinhar alguns pontos sobre reunião de projeto amanhã às 14h.

Podemos conversar hoje?

Abraços,
Catarina Sousa",importante,1,2025-06-20T09:22:49.878586
239,ana@yahoo.com,Lembrete: consulta médica,"Oi!

Tudo bem? lembrete: consulta médica

Me avisa se pode!

Abraços,
Júlia",pessoal,1,2025-06-30T06:27:22.843143
240,newsletter@empresa.com,Cupom de desconto exclusivo - Convite para aniversário no sábado,"Olá!

Cupom de desconto exclusivo

Válido até 2025-07-15.

Compre agora!",promocional,0,2025-06-25T07:12:22.794357
241,cliente@cliente.com,Proposta comercial - Prazo até sexta,"Prezado(a),

Segue em anexo os documentos relacionados a proposta comercial - prazo até sexta.

Qualquer dúvida, estou à disposição.

Cordialmente,
Bento Novaes",importante,1,2025-06-25T00:08:43.149277
242,ana@yahoo.com,Fotos das férias em família,"Olá querido(a),

Lembrete: fotos das férias em família

Nos vemos em breve!

Com carinho,
Enrico",pessoal,1,2025-06-30T01:54:24.678450
243,premio@sorteio.com,Você foi selecionado para um prêmio,"Você foi SELECIONADO!

Você foi selecionado para um prêmio

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-11T13:40:42.993033
244,cliente@cliente.com,Reunião de projeto amanhã às 14h - Lembrete: consulta médica,"Bom dia,

Precisamos alinhar alguns pontos sobre reunião de projeto amanhã às 14h.

Podemos conversar hoje?

Abraços,
Liz Barros",importante,1,2025-06-15T17:38:04.883723
245,gerente@empresa.com,Proposta comercial - Prazo até sexta,"Bom dia,

Precisamos alinhar alguns pontos sobre proposta comercial - prazo até sexta.

Podemos conversar hoje?

Abraços,
Clara Moura",importante,1,2025-06-25T18:58:23.664726
246,maria@gmail.com,Convite para aniversário no sábado,"Olá querido(a),

Lembrete: convite para aniversário no sábado

Nos vemos em breve!

Com carinho,
Rhavi",pessoal,1,2025-06-23T05:58:39.999258
247,naoresponda@spam.com,Sorteio de iPhone - Você foi sorteado!,"Você foi SELECIONADO!

Sorteio de iPhone - Você foi sorteado!

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-24T11:47:27.469839
248,naoresponda@spam.com,PARABÉNS! Você ganhou R$ 10.000!,"🚨 URGENTE 🚨

PARABÉNS! Você ganhou R$ 10.000!

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-10T13:53:38.741519
249,ofertas@marketplace.com,Cashback de 20% em compras,"Olá!

Cashback de 20% em compras

Válido até 2025-08-07.

Compre agora!",promocional,0,2025-06-10T00:08:21.377879
250,maria@gmail.com,Convite para aniversário no sábado,"Olá querido(a),

Lembrete: convite para aniversário no sábado

Nos vemos em breve!

Com carinho,
Matteo",pessoal,1,2025-06-21T18:57:23.341647
251,maria@gmail.com,Convite para aniversário no sábado - Revisão de código necessária,"Oi!

Tudo bem? convite para aniversário no sábado

Me avisa se pode!

Abraços,
Pedro Miguel",pessoal,1,2025-07-02T16:23:54.591707
252,ofertas@marketplace.com,Cashback de 20% em compras,"Olá!

Cashback de 20% em compras

Válido até 2025-07-17.

Compre agora!",promocional,0,2025-06-22T00:46:13.816559
253,ganhe@dinheiro.com,Você foi selecionado para um prêmio,"PARABÉNS!!!

Você foi selecionado para um prêmio

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-16T12:16:17.733687
254,cliente@cliente.com,Cliente solicitou alterações,"Olá,

Espero que esteja bem. Gostaria de discutir sobre cliente solicitou alterações.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Sr. Henrique Machado",importante,1,2025-06-20T11:55:33.569943
255,promocoes@loja.com,50% OFF em todos os produtos!,"Promoção especial para você!

50% OFF em todos os produtos!

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-27T19:49:19.700659
256,projeto@empresa.com,Aprovação de orçamento,"Bom dia,

Precisamos alinhar alguns pontos sobre aprovação de orçamento.

Podemos conversar hoje?

Abraços,
Rael Nascimento",importante,1,2025-06-18T12:21:25.187232
257,projeto@empresa.com,Reunião de projeto amanhã às 14h,"Olá,

Espero que esteja bem. Gostaria de discutir sobre reunião de projeto amanhã às 14h.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Davi Miguel da Paz",importante,1,2025-06-19T05:36:30.367987
258,ofertas@marketplace.com,Promoção relâmpago - Apenas hoje,"Olá!

Promoção relâmpago - Apenas hoje

Válido até 2025-08-02.

Compre agora!",promocional,0,2025-06-28T22:48:05.158346
259,promocoes@loja.com,Cupom de desconto exclusivo,"🎉 Cupom de desconto exclusivo 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-20T16:23:48.057785
260,gerente@empresa.com,Revisão de código necessária,"Olá,

Espero que esteja bem. Gostaria de discutir sobre revisão de código necessária.

Por favor, confirme sua disponibilidade.

Atenciosamente,
João Teixeira",importante,1,2025-06-12T23:27:34.847955
261,joao@hotmail.com,Convite para aniversário no sábado,"Olá querido(a),

Lembrete: convite para aniversário no sábado

Nos vemos em breve!

Com carinho,
Maria Vitória",pessoal,1,2025-06-28T12:14:11.827897
262,ana@yahoo.com,Fotos das férias em família,"Olá querido(a),

Lembrete: fotos das férias em família

Nos vemos em breve!

Com carinho,
Julia",pessoal,1,2025-06-12T13:58:30.266683
263,premio@sorteio.com,Você foi selecionado para um prêmio,"Você foi SELECIONADO!

Você foi selecionado para um prêmio

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-14T09:00:27.427372
264,newsletter@empresa.com,Liquidação de fim de estoque,"Olá!

Liquidação de fim de estoque

Válido até 2025-07-27.

Compre agora!",promocional,0,2025-07-03T01:30:32.888747
265,projeto@empresa.com,Proposta comercial - Prazo até sexta,"Bom dia,

Precisamos alinhar alguns pontos sobre proposta comercial - prazo até sexta.

Podemos conversar hoje?

Abraços,
Lorenzo Pacheco",importante,1,2025-06-13T00:31:26.947983
266,promocoes@loja.com,Liquidação de fim de estoque,"Promoção especial para você!

Liquidação de fim de estoque

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-20T17:45:29.032838
267,projeto@empresa.com,Reunião de projeto amanhã às 14h,"Bom dia,

Precisamos alinhar alguns pontos sobre reunião de projeto amanhã às 14h.

Podemos conversar hoje?

Abraços,
Ana Sophia Duarte",importante,1,2025-07-07T09:09:58.452135
268,promocoes@loja.com,Promoção relâmpago - Apenas hoje,"Olá!

Promoção relâmpago - Apenas hoje

Válido até 2025-08-01.

Compre agora!",promocional,0,2025-06-10T07:18:46.239718
269,ofertas@marketplace.com,Oferta especial para você,"🎉 Oferta especial para você 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-08T10:21:57.154608
270,ana@yahoo.com,Parabéns pelo novo emprego!,"Oi!

Tudo bem? parabéns pelo novo emprego!

Me avisa se pode!

Abraços,
Gabriel",pessoal,1,2025-07-06T10:06:18.020019
271,rh@empresa.com,Cliente solicitou alterações,"Bom dia,

Precisamos alinhar alguns pontos sobre cliente solicitou alterações.

Podemos conversar hoje?

Abraços,
Sra. Zoe Sá",importante,1,2025-07-04T02:10:55.352276
272,cliente@cliente.com,Revisão de código necessária,"Olá,

Espero que esteja bem. Gostaria de discutir sobre revisão de código necessária.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Heloísa Ramos",importante,1,2025-06-09T09:33:07.317528
273,maria@gmail.com,Parabéns pelo novo emprego!,"Olá querido(a),

Lembrete: parabéns pelo novo emprego!

Nos vemos em breve!

Com carinho,
Paulo",pessoal,1,2025-06-30T20:56:16.664198
274,newsletter@empresa.com,50% OFF em todos os produtos!,"🎉 50% OFF em todos os produtos! 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-07-04T09:25:30.839249
275,ganhe@dinheiro.com,Você foi selecionado para um prêmio - Revisão de código necessária,"🚨 URGENTE 🚨

Você foi selecionado para um prêmio

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-24T04:43:13.338659
276,cliente@cliente.com,Feedback sobre apresentação,"Olá,

Espero que esteja bem. Gostaria de discutir sobre feedback sobre apresentação.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Leonardo Rocha",importante,1,2025-06-11T14:03:39.908821
277,cliente@cliente.com,Reunião de projeto amanhã às 14h,"Olá,

Espero que esteja bem. Gostaria de discutir sobre reunião de projeto amanhã às 14h.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Cauã Novais",importante,1,2025-06-14T05:00:15.067345
278,promocoes@loja.com,50% OFF em todos os produtos!,"Promoção especial para você!

50% OFF em todos os produtos!

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-29T13:00:02.532040
279,premio@sorteio.com,Sorteio de iPhone - Você foi sorteado!,"PARABÉNS!!!

Sorteio de iPhone - Você foi sorteado!

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-24T17:08:55.329773
280,premio@sorteio.com,Clique aqui para receber seu prêmio,"PARABÉNS!!!

Clique aqui para receber seu prêmio

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-07-01T22:20:29.396322
281,projeto@empresa.com,Feedback sobre apresentação - Fotos das férias em família,"Olá,

Espero que esteja bem. Gostaria de discutir sobre feedback sobre apresentação.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Marcelo Aparecida",importante,1,2025-06-14T08:49:13.863253
282,rh@empresa.com,Cliente solicitou alterações,"Olá,

Espero que esteja bem. Gostaria de discutir sobre cliente solicitou alterações.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Sra. Luna Macedo",importante,1,2025-06-12T10:01:22.970094
283,newsletter@empresa.com,Oferta especial para você,"🎉 Oferta especial para você 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-15T17:29:50.324342
284,promocoes@loja.com,Liquidação de fim de estoque - Cliente solicitou alterações,"🎉 Liquidação de fim de estoque 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-23T21:15:31.667804
285,promocoes@loja.com,Cashback de 20% em compras,"Promoção especial para você!

Cashback de 20% em compras

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-19T13:42:34.073746
286,ana@yahoo.com,Parabéns pelo novo emprego! - Promoção relâmpago - Apenas hoje,"Olá querido(a),

Lembrete: parabéns pelo novo emprego!

Nos vemos em breve!

Com carinho,
Davi Miguel",pessoal,1,2025-06-21T05:56:35.127089
287,promocoes@loja.com,Liquidação de fim de estoque,"Promoção especial para você!

Liquidação de fim de estoque

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-09T15:54:41.169216
288,ana@yahoo.com,Convite para aniversário no sábado,"Oi!

Convite para aniversário no sábado

Espero sua resposta!

Beijos,
Levi",pessoal,1,2025-06-27T00:10:19.106855
289,ana@yahoo.com,Lembrete: consulta médica,"Oi!

Tudo bem? lembrete: consulta médica

Me avisa se pode!

Abraços,
Maria Fernanda",pessoal,1,2025-07-07T19:46:44.862480
290,ana@yahoo.com,Lembrete: consulta médica,"Oi!

Tudo bem? lembrete: consulta médica

Me avisa se pode!

Abraços,
Luan",pessoal,1,2025-06-25T15:30:28.595293
291,premio@sorteio.com,Oferta GRÁTIS por tempo limitado,"Você foi SELECIONADO!

Oferta GRÁTIS por tempo limitado

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-09T08:16:32.512934
292,ana@yahoo.com,Convite para aniversário no sábado,"Oi!

Convite para aniversário no sábado

Espero sua resposta!

Beijos,
Ian",pessoal,1,2025-07-05T19:30:06.291374
293,premio@sorteio.com,Oferta GRÁTIS por tempo limitado - Clique aqui para receber seu prêmio,"🚨 URGENTE 🚨

Oferta GRÁTIS por tempo limitado

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-09T20:24:04.869271
294,maria@gmail.com,Reunião de família no domingo,"Olá querido(a),

Lembrete: reunião de família no domingo

Nos vemos em breve!

Com carinho,
Nicole",pessoal,1,2025-06-17T04:43:48.671635
295,premio@sorteio.com,Ganhe dinheiro trabalhando em casa,"Você foi SELECIONADO!

Ganhe dinheiro trabalhando em casa

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-27T08:35:10.506262
296,promocoes@loja.com,Liquidação de fim de estoque,"Promoção especial para você!

Liquidação de fim de estoque

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-07-03T13:13:46.060388
297,cliente@cliente.com,Entrega do relatório mensal - PARABÉNS! Você ganhou R$ 10.000!,"Bom dia,

Precisamos alinhar alguns pontos sobre entrega do relatório mensal.

Podemos conversar hoje?

Abraços,
Maria Laura da Costa",importante,1,2025-07-04T22:07:51.292804
298,ana@yahoo.com,Fotos das férias em família,"Oi!

Fotos das férias em família

Espero sua resposta!

Beijos,
Hadassa",pessoal,1,2025-06-12T21:48:18.658502
299,premio@sorteio.com,Ganhe dinheiro trabalhando em casa,"Você foi SELECIONADO!

Ganhe dinheiro trabalhando em casa

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-16T21:55:48.114626
300,rh@empresa.com,Revisão de código necessária,"Olá,

Espero que esteja bem. Gostaria de discutir sobre revisão de código necessária.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Eduarda Montenegro",importante,1,2025-06-11T07:26:46.030646
301,joao@hotmail.com,Lembrete: consulta médica,"Oi!

Lembrete: consulta médica

Espero sua resposta!

Beijos,
Davi Miguel",pessoal,1,2025-07-08T04:14:34.471431
302,ofertas@marketplace.com,Cupom de desconto exclusivo,"🎉 Cupom de desconto exclusivo 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-23T04:02:19.372771
303,promocoes@loja.com,Cashback de 20% em compras,"Olá!

Cashback de 20% em compras

Válido até 2025-07-15.

Compre agora!",promocional,0,2025-06-20T14:43:28.500168
304,premio@sorteio.com,Clique aqui para receber seu prêmio,"🚨 URGENTE 🚨

Clique aqui para receber seu prêmio

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-10T02:39:50.014116
305,maria@gmail.com,Fotos das férias em família,"Olá querido(a),

Lembrete: fotos das férias em família

Nos vemos em breve!

Com carinho,
Ana Laura",pessoal,1,2025-06-26T11:53:54.229896
306,promocoes@loja.com,Oferta especial para você,"Promoção especial para você!

Oferta especial para você

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-10T23:13:48.736664
307,rh@empresa.com,Feedback sobre apresentação,"Prezado(a),

Segue em anexo os documentos relacionados a feedback sobre apresentação.

Qualquer dúvida, estou à disposição.

Cordialmente,
Asafe Porto",importante,1,2025-07-08T11:06:45.799925
308,newsletter@empresa.com,Cupom de desconto exclusivo,"Promoção especial para você!

Cupom de desconto exclusivo

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-07-02T19:41:10.525207
309,promocoes@loja.com,Black Friday chegou - Até 70% de desconto,"Olá!

Black Friday chegou - Até 70% de desconto

Válido até 2025-07-18.

Compre agora!",promocional,0,2025-07-07T10:57:09.010433
310,ofertas@marketplace.com,Oferta especial para você,"Olá!

Oferta especial para você

Válido até 2025-07-30.

Compre agora!",promocional,0,2025-06-23T21:55:26.153708
311,newsletter@empresa.com,Oferta especial para você - Black Friday chegou - Até 70% de desconto,"Promoção especial para você!

Oferta especial para você

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-30T18:39:47.766655
312,ofertas@marketplace.com,Promoção relâmpago - Apenas hoje,"Promoção especial para você!

Promoção relâmpago - Apenas hoje

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-22T08:07:07.844026
313,rh@empresa.com,Contrato para revisão urgente,"Bom dia,

Precisamos alinhar alguns pontos sobre contrato para revisão urgente.

Podemos conversar hoje?

Abraços,
Luigi Almeida",importante,1,2025-06-17T17:24:45.929427
314,cliente@cliente.com,Aprovação de orçamento,"Prezado(a),

Segue em anexo os documentos relacionados a aprovação de orçamento.

Qualquer dúvida, estou à disposição.

Cordialmente,
Emanuella Pereira",importante,1,2025-06-15T23:31:00.770333
315,gerente@empresa.com,Contrato para revisão urgente,"Prezado(a),

Segue em anexo os documentos relacionados a contrato para revisão urgente.

Qualquer dúvida, estou à disposição.

Cordialmente,
Srta. Amanda Novaes",importante,1,2025-06-25T18:28:59.913748
316,ganhe@dinheiro.com,Sorteio de iPhone - Você foi sorteado!,"PARABÉNS!!!

Sorteio de iPhone - Você foi sorteado!

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-07-01T22:18:10.504174
317,ofertas@marketplace.com,Black Friday chegou - Até 70% de desconto,"Promoção especial para você!

Black Friday chegou - Até 70% de desconto

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-21T11:54:51.910302
318,ofertas@marketplace.com,50% OFF em todos os produtos!,"Olá!

50% OFF em todos os produtos!

Válido até 2025-08-06.

Compre agora!",promocional,0,2025-06-21T10:25:24.731245
319,promocoes@loja.com,Cashback de 20% em compras,"Olá!

Cashback de 20% em compras

Válido até 2025-07-12.

Compre agora!",promocional,0,2025-06-15T15:44:15.205984
320,maria@gmail.com,Parabéns pelo novo emprego!,"Oi!

Parabéns pelo novo emprego!

Espero sua resposta!

Beijos,
Bella",pessoal,1,2025-06-29T23:35:55.241377
321,cliente@cliente.com,Reunião de projeto amanhã às 14h,"Bom dia,

Precisamos alinhar alguns pontos sobre reunião de projeto amanhã às 14h.

Podemos conversar hoje?

Abraços,
Anna Liz Ramos",importante,1,2025-06-17T21:21:26.015675
322,ana@yahoo.com,Fotos das férias em família,"Oi!

Tudo bem? fotos das férias em família

Me avisa se pode!

Abraços,
Ana Luiza",pessoal,1,2025-06-30T08:43:43.892273
323,ofertas@marketplace.com,Black Friday chegou - Até 70% de desconto,"Promoção especial para você!

Black Friday chegou - Até 70% de desconto

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-07-03T15:27:51.987896
324,ofertas@marketplace.com,50% OFF em todos os produtos!,"Promoção especial para você!

50% OFF em todos os produtos!

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-25T04:14:45.781576
325,promocoes@loja.com,Black Friday chegou - Até 70% de desconto,"Olá!

Black Friday chegou - Até 70% de desconto

Válido até 2025-07-22.

Compre agora!",promocional,0,2025-06-15T16:22:43.722186
326,gerente@empresa.com,Aprovação de orçamento,"Bom dia,

Precisamos alinhar alguns pontos sobre aprovação de orçamento.

Podemos conversar hoje?

Abraços,
Nina Alves",importante,1,2025-07-03T10:21:42.859166
327,gerente@empresa.com,Aprovação de orçamento,"Olá,

Espero que esteja bem. Gostaria de discutir sobre aprovação de orçamento.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Bárbara Vieira",importante,1,2025-06-23T04:26:17.712551
328,newsletter@empresa.com,Cashback de 20% em compras,"Olá!

Cashback de 20% em compras

Válido até 2025-07-15.

Compre agora!",promocional,0,2025-07-07T17:23:27.496528
329,projeto@empresa.com,Deadline do projeto movido,"Olá,

Espero que esteja bem. Gostaria de discutir sobre deadline do projeto movido.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Srta. Amanda Marques",importante,1,2025-06-26T23:15:12.415067
330,ana@yahoo.com,Fotos das férias em família,"Oi!

Tudo bem? fotos das férias em família

Me avisa se pode!

Abraços,
Eduarda",pessoal,1,2025-06-19T07:16:42.587715
331,rh@empresa.com,Entrega do relatório mensal,"Olá,

Espero que esteja bem. Gostaria de discutir sobre entrega do relatório mensal.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Gabriela Porto",importante,1,2025-06-18T07:43:10.948923
332,premio@sorteio.com,PARABÉNS! Você ganhou R$ 10.000!,"PARABÉNS!!!

PARABÉNS! Você ganhou R$ 10.000!

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-13T18:49:49.894755
333,promocoes@loja.com,Promoção relâmpago - Apenas hoje,"Promoção especial para você!

Promoção relâmpago - Apenas hoje

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-10T01:40:00.925884
334,joao@hotmail.com,Fotos das férias em família,"Oi!

Tudo bem? fotos das férias em família

Me avisa se pode!

Abraços,
Sophia",pessoal,1,2025-06-25T17:56:18.200338
335,gerente@empresa.com,Feedback sobre apresentação,"Prezado(a),

Segue em anexo os documentos relacionados a feedback sobre apresentação.

Qualquer dúvida, estou à disposição.

Cordialmente,
Bryan Martins",importante,1,2025-06-27T12:35:04.089734
336,joao@hotmail.com,Parabéns pelo novo emprego!,"Olá querido(a),

Lembrete: parabéns pelo novo emprego!

Nos vemos em breve!

Com carinho,
Luiz Otávio",pessoal,1,2025-06-13T18:47:37.360707
337,rh@empresa.com,Cliente solicitou alterações,"Bom dia,

Precisamos alinhar alguns pontos sobre cliente solicitou alterações.

Podemos conversar hoje?

Abraços,
Sr. Benício da Cunha",importante,1,2025-06-18T08:24:21.778052
338,ofertas@marketplace.com,50% OFF em todos os produtos!,"Olá!

50% OFF em todos os produtos!

Válido até 2025-07-22.

Compre agora!",promocional,0,2025-06-27T02:26:37.267712
339,ofertas@marketplace.com,50% OFF em todos os produtos!,"Olá!

50% OFF em todos os produtos!

Válido até 2025-07-27.

Compre agora!",promocional,0,2025-07-04T22:34:11.765438
340,premio@sorteio.com,Clique aqui para receber seu prêmio,"🚨 URGENTE 🚨

Clique aqui para receber seu prêmio

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-07-06T09:44:52.704675
341,cliente@cliente.com,Feedback sobre apresentação,"Bom dia,

Precisamos alinhar alguns pontos sobre feedback sobre apresentação.

Podemos conversar hoje?

Abraços,
Ágatha Oliveira",importante,1,2025-06-09T08:31:43.123845
342,newsletter@empresa.com,Black Friday chegou - Até 70% de desconto,"🎉 Black Friday chegou - Até 70% de desconto 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-10T10:03:25.763819
343,naoresponda@spam.com,Clique aqui para receber seu prêmio,"🚨 URGENTE 🚨

Clique aqui para receber seu prêmio

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-19T08:34:09.225956
344,newsletter@empresa.com,Liquidação de fim de estoque,"Promoção especial para você!

Liquidação de fim de estoque

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-21T01:21:59.953424
345,ana@yahoo.com,Que tal um almoço amanhã?,"Oi!

Que tal um almoço amanhã?

Espero sua resposta!

Beijos,
Eloá",pessoal,1,2025-06-29T15:15:46.520281
346,projeto@empresa.com,Cliente solicitou alterações,"Prezado(a),

Segue em anexo os documentos relacionados a cliente solicitou alterações.

Qualquer dúvida, estou à disposição.

Cordialmente,
Augusto da Costa",importante,1,2025-06-19T15:03:58.425875
347,premio@sorteio.com,Sorteio de iPhone - Você foi sorteado! - Oferta especial para você,"🚨 URGENTE 🚨

Sorteio de iPhone - Você foi sorteado!

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-06-25T20:31:12.226816
348,maria@gmail.com,Parabéns pelo novo emprego!,"Oi!

Tudo bem? parabéns pelo novo emprego!

Me avisa se pode!

Abraços,
Ravi Lucca",pessoal,1,2025-07-01T01:54:44.874287
349,ana@yahoo.com,Convite para aniversário no sábado,"Olá querido(a),

Lembrete: convite para aniversário no sábado

Nos vemos em breve!

Com carinho,
José Miguel",pessoal,1,2025-06-20T18:42:56.544901
350,premio@sorteio.com,Clique aqui para receber seu prêmio - Aprovação de orçamento,"Você foi SELECIONADO!

Clique aqui para receber seu prêmio

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-23T00:27:16.323680
351,ganhe@dinheiro.com,Clique aqui para receber seu prêmio,"Você foi SELECIONADO!

Clique aqui para receber seu prêmio

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-13T12:38:23.320968
352,newsletter@empresa.com,Black Friday chegou - Até 70% de desconto,"Olá!

Black Friday chegou - Até 70% de desconto

Válido até 2025-07-18.

Compre agora!",promocional,0,2025-06-28T20:20:02.631591
353,premio@sorteio.com,Clique aqui para receber seu prêmio,"Você foi SELECIONADO!

Clique aqui para receber seu prêmio

Rápido! Oferta por tempo limitado!

Clique aqui: link-perigoso.com",spam,0,2025-06-12T23:21:06.187126
354,cliente@cliente.com,Entrega do relatório mensal,"Prezado(a),

Segue em anexo os documentos relacionados a entrega do relatório mensal.

Qualquer dúvida, estou à disposição.

Cordialmente,
Rael Alves",importante,1,2025-06-19T08:45:22.750031
355,ofertas@marketplace.com,Oferta especial para você,"Olá!

Oferta especial para você

Válido até 2025-07-29.

Compre agora!",promocional,0,2025-06-30T07:56:18.327438
356,ofertas@marketplace.com,Cashback de 20% em compras,"🎉 Cashback de 20% em compras 🎉

Não perca esta oportunidade única!

Visite nossa loja online e aproveite.

Equipe de Marketing",promocional,0,2025-06-30T19:52:36.170636
357,projeto@empresa.com,Proposta comercial - Prazo até sexta,"Olá,

Espero que esteja bem. Gostaria de discutir sobre proposta comercial - prazo até sexta.

Por favor, confirme sua disponibilidade.

Atenciosamente,
Sarah Leão",importante,1,2025-06-16T03:47:03.050076
358,newsletter@empresa.com,Cupom de desconto exclusivo,"Promoção especial para você!

Cupom de desconto exclusivo

Use o cupom: DESCONTO20

Equipe Comercial",promocional,0,2025-06-12T14:24:11.729682
359,maria@gmail.com,Parabéns pelo novo emprego!,"Oi!

Tudo bem? parabéns pelo novo emprego!

Me avisa se pode!

Abraços,
Brayan",pessoal,1,2025-06-30T01:17:55.402607
360,ofertas@marketplace.com,Black Friday chegou - Até 70% de desconto,"Olá!

Black Friday chegou - Até 70% de desconto

Válido até 2025-07-23.

Compre agora!",promocional,0,2025-07-04T07:58:26.915712
361,joao@hotmail.com,Reunião de família no domingo,"Oi!

Reunião de família no domingo

Espero sua resposta!

Beijos,
Isabella",pessoal,1,2025-07-06T07:06:14.866491
362,premio@sorteio.com,PARABÉNS! Você ganhou R$ 10.000!,"PARABÉNS!!!

PARABÉNS! Você ganhou R$ 10.000!

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-07-01T14:24:17.235879
363,newsletter@empresa.com,Black Friday chegou - Até 70% de desconto - Ganhe dinheiro trabalhando em casa,"Olá!

Black Friday chegou - Até 70% de desconto

Válido até 2025-07-20.

Compre agora!",promocional,0,2025-06-24T18:21:14.878065
364,ganhe@dinheiro.com,Você foi selecionado para um prêmio,"PARABÉNS!!!

Você foi selecionado para um prêmio

Clique no link abaixo AGORA!

www.site-suspeito.com/premio",spam,0,2025-06-26T14:57:10.308970
365,naoresponda@spam.com,PARABÉNS! Você ganhou R$ 10.000!,"🚨 URGENTE 🚨

PARABÉNS! Você ganhou R$ 10.000!

Não perca esta chance única!

Confirme seus dados: site-falso.com",spam,0,2025-07-06T11:22:18.443680
